Name,Address,City,State,Zip,County,Phone,Administrator,Licensee,Facility Number,Type,Status,Capacity,License Date,GPO
"DISCOVERY COMMONS SAN RAMON","12720 ALCOSTA BLVD","SAN RAMON",CA,94583,"CONTRA COSTA","(925) 725-1485","STROMGREN, KIEL","12720 ALCOSTA BLVD OPCO LLC; INTEGRAL SR MGMNT LLC",79201455,"RESIDENTIAL CARE ELDERLY",LICENSED,95,4/1/2025,"Premier"
"GLENBROOK ASSISTED LIVING","1950 CALLE BARCELONA","CARLSBAD",CA,92009,"SAN DIEGO","(760) 704-6800","HARNESS, SADIE","GLENBROOK HC LLC/LIFE SERVICES LLC",374601560,"RESIDENTIAL CARE ELDERLY",LICENSED,95,1/5/2004,"None"
"PARAMOUNT HOUSE SENIOR LIVING","2061 PEABODY RD","VACAVILLE",CA,95687,"SOLANO","(707) 455-0300","SAMANIEGO,AGUSTIN","PARAMOUNT HOUSE LLC; NORTHSTAR SENIOR LIVING INC",486803710,"RESIDENTIAL CARE ELDERLY",LICENSED,95,12/21/2017,"Vizient"
"WATERMARK AT SAN RAMON, THE","12720 ALCOSTA BLVD","SAN RAMON",CA,94583,"CONTRA COSTA","(925) 725-1485","HARRISON, NANCY","SAN RAMON SR HSG LLC;INTEGRAL SR LIVING MGMT LLC",79200962,"RESIDENTIAL CARE ELDERLY",LICENSED,95,10/28/2020,"None"
"WINDSONG OF SONOMA","815 WOOD SORREL DRIVE","PETALUMA",CA,94954,"SONOMA","(707) 776-2885","JOHN BELTZ","INTEGRAL SENIOR LIVING MANAGEMENT LLC",496804150,"RESIDENTIAL CARE ELDERLY",LICENSED,95,6/1/2023,"None"
"APPLE RIDGE ASSISTED LIVING, LLC","3950 ANNADALE LANE","SACRAMENTO",CA,95821,"SACRAMENTO","(916) 489-6900","WHITE, CHARLES","APPLE RIDGE ASSISTED LIVING, LLC",342701251,"RESIDENTIAL CARE ELDERLY",LICENSED,94,7/9/2024,"Premier"
"CHINO HILLS SENIOR LIVING","6500 BUTTERFIELD RANCH RD","CHINO HILLS",CA,91709,"SAN BERNARDINO","(909) 606-2553","JULIE (OLMEDO) DION","PACIFICA CHINO HILLS LP; CHINO HILLS MGR LLC",366425024,"RESIDENTIAL CARE ELDERLY",LICENSED,94,7/16/2010,"None"
"PAVILION AT TECOLOTE CANYON, THE","3560 MT ACADIA BLVD","SAN DIEGO",CA,92111,"SAN DIEGO","(858) 256-7975","BULLER, JOSH","MOUNT ACADIA SENIOR OPERATIONS LLC;MT ACADIA ET AL",374604600,"RESIDENTIAL CARE ELDERLY",PENDING,94,,"None"
"RIALTO ASSISTED LIVING","1441 S RIVERSIDE AVE","RIALTO",CA,92376,"SAN BERNARDINO","(909) 877-2340","KYONG SUK LEE","SOCHUN OPERATION INC",361880660,"RESIDENTIAL CARE ELDERLY",LICENSED,94,1/25/2019,"None"
"TUSCAN HILLS SENIOR LIVING","3141 E VALLEY PARKWAY","ESCONDIDO",CA,92027,"SAN DIEGO","(760) 884-6050","ALSPACH, DAVID","APOLLO SENIOR CARE LLC NORTHSTAR SENIOR LIVING INC",371881692,"RESIDENTIAL CARE ELDERLY",PENDING,94,,"None"
"LINCOLN GLEN ASSISTED LIVING CENTER","2671 PLUMMER AVENUE","SAN JOSE",CA,95125,"SANTA CLARA","(408) 267-4872","JAMES B MORTENSEN","LINCOLN GLEN MANOR FOR SENIOR CITIZENS, INC.",435200941,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,93,10/13/2001,"Premier"
"CLAREMONT PLACE","120 WEST SAN JOSE AVENUE","CLAREMONT",CA,91711,"LOS ANGELES","(909) 447-5259","MARIANO, CARLA","MSLA CLAREMONT OPERATING LLC;MERIDIAN SENIOR LIVIN",198603786,"RESIDENTIAL CARE ELDERLY",LICENSED,93,12/30/2024,"Vizient"
"PACIFICA SENIOR LIVING MERCED","3420 R ST","MERCED",CA,95348,"MERCED","(209) 580-6124","LISA BARICEVIC","NORTHSTAR SENIOR LIVING INC",247206921,"RESIDENTIAL CARE ELDERLY",LICENSED,93,4/27/2015,"Premier"
"SUNRISE AT YORBA LINDA","4792 LAKEVIEW AVE","YORBA LINDA",CA,92886,"ORANGE","(714) 693-5368","TYLER HAWK","SZR YORBA LINDA LLC; SUNRISE SENIOR LIVING MGT",306002568,"RESIDENTIAL CARE ELDERLY",LICENSED,93,9/30/2004,"Premier"
"VETERANS  HOME OF CALIFORNIA-REDDING","3400 KNIGHTON ROAD","REDDING",CA,96002,"SHASTA","(530) 224-3300","EISZELE, PAMELA","CALIFORNIA DEPARTMENT OF VETERANS AFFAIRS",455002486,"RESIDENTIAL CARE ELDERLY",LICENSED,93,10/2/2013,"Premier"
"WHITTIER GLEN ASSISTED LIVING","10615 JORDAN RD","WHITTIER",CA,90603,"LOS ANGELES","(562) 943-3724","BARBA AGUIRRE, ITZAYANA","SYCAMORE SENIOR LIVING, INC.",198603162,"RESIDENTIAL CARE ELDERLY",LICENSED,93,10/1/2019,"Premier"
"BROOKDALE CENTRAL WHITTIER","8101 S PAINTER AVE","WHITTIER",CA,90602,"LOS ANGELES","(562) 698-0596","SANJAY KABADI","BREA WHITTIER LLC; EMERITUS CORPORATION",197606945,"RESIDENTIAL CARE ELDERLY",LICENSED,92,5/1/2007,"Premier, Vizient"
"LODGE AT PINER ROAD, THE","1980 PINER ROAD","SANTA ROSA",CA,95403,"SONOMA","(707) 852-2234","PERRY, ERIC","PINER ROAD SANTA ROSA INC;CALSON MANAGEMENT LLC",496804112,"RESIDENTIAL CARE ELDERLY",LICENSED,92,5/12/2023,"None"
"OAKMONT OF PACIFIC BEACH","955 GRAND AVE","SAN DIEGO",CA,92109,"SAN DIEGO","(858) 373-9300","CAROLINE SENTENO","WELLTOWER PACIFIC BEACH TENANT LLC;OAKMONT MGMT",374604281,"RESIDENTIAL CARE ELDERLY",LICENSED,92,7/14/2020,"Vizient"
"OAKMONT OF SAN JOSE","917 THORNTON WAY","SAN JOSE",CA,95128,"SANTA CLARA","(408) 371-7100","KIPPIE CASTRONOVO","OAKMONT SR LVNG OF SAN JOSE OPCO, LLC; OAKMONT MGM",435202818,"RESIDENTIAL CARE ELDERLY",LICENSED,92,4/13/2022,"Premier, Vizient"
"SEQUOIA SPRINGS SENIOR LIVING COMMUNITY","2401 REDWOOD WAY","FORTUNA",CA,95540,"HUMBOLDT","(707) 726-0111","ALMA PERALTA","EP OPERATION FORTUNA; SEQUOIA FORTUNA LLC",126803830,"RESIDENTIAL CARE ELDERLY",LICENSED,92,11/22/2019,"None"
"VALLEY COMFORT #5","2809 LOU ANN DRIVE","MODESTO",CA,95350,"STANISLAUS","(209) 544-8676","NICK GAITHER","GLENDA AND DALE GAITHER",507001176,"RESIDENTIAL CARE ELDERLY",LICENSED,92,1/19/1999,"None"
"REGENCY PALMS LONG BEACH","117 E 8TH STREET","LONG BEACH",CA,90813,"LOS ANGELES","(562) 432-9260","KENIA SANCHEZ PADILLA","GLOBAL REGENCY SNR CARE SVCS,LLC",198602567,"RESIDENTIAL CARE ELDERLY",LICENSED,91,10/12/2018,"None"
"AEGIS ASSISTED LIVING OF CARMICHAEL","4050 WALNUT AVE","CARMICHAEL",CA,95608,"SACRAMENTO","(916) 972-1313","TRACY LEHNER","AEGIS SENIOR COMMUNITIES LLC",347003994,"RESIDENTIAL CARE ELDERLY",LICENSED,90,6/20/2008,"Premier"
"AEGIS LIVING PLEASANT HILL","1660 OAK PARK BLVD","PLEASANT HILL",CA,94523,"CONTRA COSTA","(925) 939-2700","LINDA L. FISHER","OAK PARK BLVD PLEASANT HILL LLC; AEGIS SENIOR ET A",79201060,"RESIDENTIAL CARE ELDERLY",LICENSED,90,6/8/2021,"None"
"ATRIA COVINA","825 W SAN BERNARDINO RD","COVINA",CA,91722,"LOS ANGELES","(626) 967-9621","ALONDRA FUENTES","WG COVINA SH LP; ATRIA MANAGEMENT CO LLC",191592479,"RESIDENTIAL CARE ELDERLY",LICENSED,90,8/24/1989,"Vizient"
"BROOKDALE GARDENS OF TARZANA","18700 BURBANK BLVD","TARZANA",CA,91356,"LOS ANGELES","(818) 342-0003","HELEN LEE","BLC GARDENS-TARZANA, LP",197606676,"RESIDENTIAL CARE ELDERLY",LICENSED,90,6/30/2006,"Premier"
"BURLINGAME SENIOR LIVING","250 MYRTLE ROAD","BURLINGAME",CA,94010,"SAN MATEO","(650) 343-2747","IGNACIO LOPEZ","PACIFICA BURLINGAME LP;BURLINGAME MGR LLC",415601126,"RESIDENTIAL CARE ELDERLY",LICENSED,90,1/5/2023,"Premier"
"CAMPBELL VILLAGE","290 N. SAN TOMAS AQUINO ROAD","CAMPBELL",CA,95008,"SANTA CLARA","(408) 378-2535","DE OCAMPO, GERALYN","PREMIER SENIOR CARE GROUP CORPORATION",435294224,"RESIDENTIAL CARE ELDERLY",LICENSED,90,10/24/2006,"None"
"DELTA SHORES ASSISTED LIVIMG","825 E 18TH STREET","ANTIOCH",CA,94509,"CONTRA COSTA","(925) 706-7944","DAVID CLAWSON","SST SENIOR CARE, LLC; LAKE SHASTA LLC",79201249,"RESIDENTIAL CARE ELDERLY",LICENSED,90,3/27/2023,"Premier"
"ELDER ASHRAM","3121 FRUITVALE AVE","OAKLAND",CA,94602,"ALAMEDA","(510) 842-3192","MARIA LOURDES V RIVERA","ELDER ASHRAM INC",19200956,"RESIDENTIAL CARE ELDERLY",LICENSED,90,7/24/2020,"Premier"
"IVY PARK AT WEST HILLS","9012 TOPANGA CANYON ROAD","WEST HILLS",CA,91304,"LOS ANGELES","(818) 701-9550","LIDIA CAUCHI","TRANSFORMER OPCO LLC;OAKMONT MANAGEMENT GROUP LLC",197610501,"RESIDENTIAL CARE ELDERLY",LICENSED,90,7/3/2024,"Vizient"
"ORANGEBURG MANOR","1248 NELSON AVENUE","MODESTO",CA,95350,"STANISLAUS","(209) 527-2222","JENNIFER WHITELEY","NOV MODESTO LLC",502700869,"RESIDENTIAL CARE ELDERLY",LICENSED,90,4/28/2021,"None"
"ORCHARDS ASSISTED LIVING, THE","1 AMISTAD DRIVE","RANCHO MISSION VIEJO",CA,92694,"ORANGE","(949) 443-8900","CONK, KELLY","ORCHARDS HC LLC, THE",306005837,"RESIDENTIAL CARE ELDERLY",LICENSED,90,11/24/2020,"None"
"SAN LEANDRO SENIOR LIVING","348 W JUANA AVE","SAN LEANDRO",CA,94577,"ALAMEDA","(510) 357-1691","BERTUCCI, GLENDA T","P SAN LEANDRO LP; SAN LEANDRO MGR LLC",15601394,"RESIDENTIAL CARE ELDERLY",LICENSED,90,1/22/2009,"Premier"
"SILVERADO SENIOR LIVING-BERKELEY","2235 SACRAMENTO STREET","BERKELEY",CA,94702,"ALAMEDA","(949) 240-7200","EMORUWA, JEFFREY O","SILVERADO BERKELEY LLC; SILVERADO SR LVNG MGMT INC",19200938,"RESIDENTIAL CARE ELDERLY",LICENSED,90,4/2/2021,"Premier"
"WEST HILLS ASSISTED LIVING","7055 SHOUP AVENUE","WEST HILLS",CA,91307,"LOS ANGELES","(818) 883-7201","EDGARDO GALANG","WEST HILLS ASSISTED LIVING LLC",197610121,"RESIDENTIAL CARE ELDERLY",LICENSED,90,2/3/2021,"Premier"
"CYPRESS PLACE ASSISTED LIVING","1200 CYPRESS POINT LANE","VENTURA",CA,93003,"VENTURA","(805) 650-8000","GINA SALMAN","MH VENTURA AL OPERATING LLC;MERIDIAN SR LVG LLC",567609978,"RESIDENTIAL CARE ELDERLY",LICENSED,89,6/23/2020,"None"
"CYPRESS PLACE ASSISTED LIVING","1200 CYPRESS POINT LANE","VENTURA",CA,93003,"VENTURA","(805) 650-6000","ROZANER, GINA","MSLA CYPRESS OPERATING, LLC;MERIDIAN SENIOR LIVING",565850555,"RESIDENTIAL CARE ELDERLY",PENDING,89,,"None"
"LOMA CLARA SENIOR LIVING","16515 BUTTERFIELD BLVD","MORGAN HILL",CA,95037,"SANTA CLARA","(669) 258-3500","EUGENIA SMITH","STEADFAST COLLIN MORGAN HILL LLC;INTEGRAL SR LG MG",435202665,"RESIDENTIAL CARE ELDERLY",LICENSED,89,2/4/2019,"Vizient"
"SUNRISE ASSISTED LIVING OF DANVILLE","1027 DIABLO RD","DANVILLE",CA,94526,"CONTRA COSTA","(925) 831-1740","KIRSTEN KORFHAGE","SUNRISE WEST AL GP & LP; SUNRISE SENIOR LIVING MGT",79200294,"RESIDENTIAL CARE ELDERLY",LICENSED,89,1/9/2013,"None"
"AVENIR MEMORY CARE WESTSIDE","7501 OSAGE AVE","LOS ANGELES",CA,90045,"LOS ANGELES","(424) 282-0040","JODI KANOWITZ","AMCLA GP INC. ; AVENIR SENIOR LIVING, LLC",198320184,"RESIDENTIAL CARE ELDERLY",LICENSED,88,10/1/2021,"Vizient"
"HERITAGE COURT ASSISTED LIVING","275 GARNET WAY B","UPLAND",CA,91786,"SAN BERNARDINO","(909) 204-5000","SCHLOTTMAN, JACOB","GHC OF UPLAND RCFE, LLC",366413073,"RESIDENTIAL CARE ELDERLY",LICENSED,88,9/28/2007,"Premier"
"HOPKINS MANOR","1235 HOPKINS AVE","REDWOOD CITY",CA,94062,"SAN MATEO","(510) 390-8078","RICARDO ABAN","SCOTT VILLAS CORP",415601140,"RESIDENTIAL CARE ELDERLY",LICENSED,88,9/25/2023,"None"
"LIVING GRACE ASSISTED LIVING AND MEMORY CARE","1960 WEST LOWELL AVENUE","TRACY",CA,95376,"SAN JOAQUIN","(559) 313-8062","BREMER, MARLENE","LOWELL INVESTMENT LLC , SSG LOWELL INVESTMENT LLC",392701540,"RESIDENTIAL CARE ELDERLY",LICENSED,88,4/24/2025,"None"
"MADONNA GARDENS","1335 BYRON DR","SALINAS",CA,93901,"MONTEREY","(831) 758-0931","TYLER BRANES","SH 2 SALINAS OPCO LLC; CRFLD MANAGEMENT, LLC",275202569,"RESIDENTIAL CARE ELDERLY",LICENSED,88,7/7/2017,"Vizient"
"MARBELLA OROVILLE","400 EXECUTIVE PARKWAY","OROVILLE",CA,95966,"BUTTE","(530) 534-8160","LAINE, KRISTIE","OROVILLE ASST LIVING LLC; INTEGRAL SENIOR LIV MGMT",45000603,"RESIDENTIAL CARE ELDERLY",LICENSED,88,5/1/1998,"None"
"MARBELLA OROVILLE","400 EXECUTIVE PARKWAY","OROVILLE",CA,95966,"BUTTE","(530) 537-8160","SHARP, MEGAN","VOP OROVILLE,LP & INTEGRAL SENIOR LIVING MGMT LLC",45920290,"RESIDENTIAL CARE ELDERLY",PENDING,88,,"None"
"OAKMONT OF FOLSOM","1574 CREEKSIDE DR","FOLSOM",CA,95630,"SACRAMENTO","(916) 817-4500","HILL, ANYSSA","HCRI OF FOLSOM TENANT; OAKMONT MANAGEMENT GROUP",347005427,"RESIDENTIAL CARE ELDERLY",LICENSED,88,9/26/2014,"Vizient"
"SEA BLUFFS, THE","25421 AND 25401 SEA BLUFFS DR","DANA POINT",CA,92629,"ORANGE","(949) 234-3000","BRENT BROADHURST","WELL OAK TENANT LLC;OAKMONT MANAGEMENT GROUP LLC",306006345,"RESIDENTIAL CARE ELDERLY",LICENSED,88,11/17/2023,"None"
"SUNRISE AT CANYON CREST","5265 CHAPALA DR","RIVERSIDE",CA,92507,"RIVERSIDE","(951) 686-6075","SEGURA, HEATHER","SZR RIVERSIDE ASSISTED LVG; SUNRISE SENIOR LVG MGT",336403028,"RESIDENTIAL CARE ELDERLY",LICENSED,88,7/30/1999,"None"
"WINDHAM, THE","1100 E SPRUCE AVE","FRESNO",CA,93720,"FRESNO","(559) 449-8070","EARLEY, JOHN","CADENCE SL WINDHAM FRSNO LLC; CAP IX-WINDHAM LLC",107208930,"RESIDENTIAL CARE ELDERLY",LICENSED,88,6/7/2019,"Premier"
"WOODRUFF CARE HOME INC","16409 WOODRUFF AVENUE","BELLFLOWER",CA,90706,"LOS ANGELES","(562) 925-6581","GEMMA DEOSO","WOODRUFF CARE HOME, INC.",191592947,"RESIDENTIAL CARE ELDERLY",LICENSED,88,1/18/1991,"Premier"
"BUENA VISTA MANOR HOUSE","399 BUENA VISTA EAST","SAN FRANCISCO",CA,94117,"SAN FRANCISCO","(415) 863-1721","ANGELINA GUZMAN","BUENA VISTA ASSOCIATES(A LIMITED PARTNERSHIP)",380540203,"RESIDENTIAL CARE ELDERLY",LICENSED,87,11/13/1990,"Premier"
"BUENA VISTA MANOR HOUSE","399 BUENA VISTA AVENUE EAST","SAN FRANCISCO",CA,94117,"SAN FRANCISCO","(415) 863-1721","WALL, DAVID R.","BUENA VISTA MANOR HOUSE CO.",385601188,"RESIDENTIAL CARE ELDERLY",PENDING,87,,"None"
"SILVERADO SENIOR LIVING-SIERRA VISTA","125 E. SIERRA MADRE AVE","AZUSA",CA,91702,"LOS ANGELES","(626) 812-9777","GWINN, VIDA","SILVERADO SIERRA VISTA LLC; SILVERADO SR LVNG MGMT",198603267,"RESIDENTIAL CARE ELDERLY",LICENSED,87,3/8/2021,"Premier"
"INN ON VILLA LANE, THE","3255 VILLA LANE","NAPA",CA,94558,"NAPA","(707) 252-3333","DORLA LICAUSI","CHANCELLOR HEALTH CARE OF CALIFORNIA XIV INC,ET AL",286804069,"RESIDENTIAL CARE ELDERLY",LICENSED,86,7/1/2022,"Premier"
"IVY PARK AT WALNUT CREEK","2175 YGNACIO VALLEY ROAD","WALNUT CREEK",CA,94598,"CONTRA COSTA","(925) 932-3500","LINDA NGUYEN","TRANSFORMER OPCO LLC;OAKMONT MANAGEMENT GROUP LLC",79201317,"RESIDENTIAL CARE ELDERLY",LICENSED,86,4/15/2024,"Vizient"
"LASSEN HOUSE SENIOR LIVING","705 LUTHER RD","RED BLUFF",CA,96080,"TEHAMA","(530) 529-2900","BRASWELL, NICOLE","ASSISTED LIVING FACILITIES, INC.;COMPASS SENIOR LV",525002755,"RESIDENTIAL CARE ELDERLY",LICENSED,86,7/1/2020,"Premier"
"OAKS AT INGLEWOOD ASSISTED LIVING, THE","6725 INGLEWOOD AVE","STOCKTON",CA,95207,"SAN JOAQUIN","(209) 957-6257","BRITTANY ANDREWS","WELLTOWER PEGASUS TENANT LLC;PSL ASSOCAITES LLC",392700475,"RESIDENTIAL CARE ELDERLY",LICENSED,86,2/1/2019,"Premier"
"OCEANVIEW LIVING OF SAN PEDRO","2100 SOUTH WESTERN AVENUE","SAN PEDRO",CA,90732,"LOS ANGELES","(310) 548-0625","SABINA NAYBERG","9 GEM ENTERPRISES LLC; OCEANVIEW LIVING OF ET AL",198320433,"RESIDENTIAL CARE ELDERLY",LICENSED,86,6/1/2024,"None"
"AEGIS GARDENS","36281 FREMONT BLVD","FREMONT",CA,94536,"ALAMEDA","(510) 739-0909","POON, EMILY","FREMONT BLVD FREMONT LLC ; AEGIS SENIOR COMMUNITIE",19201063,"RESIDENTIAL CARE ELDERLY",LICENSED,85,6/29/2021,"Premier, Vizient"
"CALIFORNIA MISSION INN","8417 MISSION DR","ROSEMEAD",CA,91770,"LOS ANGELES","(626) 287-0438","JARED GREEN","SAN GABRIEL SENIOR LIVING, INC.",198603161,"RESIDENTIAL CARE ELDERLY",LICENSED,85,10/1/2019,"Premier"
"CALIFORNIA MISSION INN - ROSE MANOR","4825 EARLE AVE","ROSEMEAD",CA,91770,"LOS ANGELES","(626) 287-0438","JARED GREEN","SAN GABRIEL SENIOR LIVING, INC.",198603163,"RESIDENTIAL CARE ELDERLY",LICENSED,85,10/1/2019,"None"
"ENCINO TERRACE SENIOR LIVING","16025 VENTURA BLVD","ENCINO",CA,91436,"LOS ANGELES","(818) 986-8466","ROSE YOUSEFIAN","ASLO GP, ENCINO HILLS OPCO. LP;ENCINO TERRACE, LLC",197609496,"RESIDENTIAL CARE ELDERLY",LICENSED,85,11/13/2018,"None"
"GRAMERCY COURT","2200 GRAMERCY DRIVE","SACRAMENTO",CA,95825,"SACRAMENTO","(916) 482-2200","TONI JONES","GHC OF SAC RCFE LLC",342700064,"RESIDENTIAL CARE ELDERLY",LICENSED,85,8/10/2018,"Premier"
"GRAND OAKS ASSISTED LIVING","999 NORTH M STREET","TULARE",CA,93274,"TULARE","(559) 684-1001","SHELLHAMER, DAVID","GRAND OAKS ASSISTED LIVING",547209374,"RESIDENTIAL CARE ELDERLY",LICENSED,85,6/6/2024,"Premier"
"IVY PARK AT FULLERTON","2226 NORTH EUCLID STREET","FULLERTON",CA,92835,"ORANGE","(714) 738-3656","HALE, CHRISTINA","TRANSFORMER OPCO LLC;OAKMONT MANAGEMENT GROUP LLC",306006463,"RESIDENTIAL CARE ELDERLY",LICENSED,85,11/26/2024,"Vizient"
"JASMIN TERRACE AT YUCCA VALLEY","55425 SANTA FE TRAIL","YUCCA VALLEY",CA,92284,"SAN BERNARDINO","(760) 365-0887","MICHAEL GARCIA","VVS1, LLC",361880801,"RESIDENTIAL CARE ELDERLY",LICENSED,85,9/8/2020,"Premier"
"MONTECITO MANOR","311 MONTECITO AVE.","WATSONVILLE",CA,95076,"SANTA CRUZ","(831) 724-3055","JOLENE SICLEY","S. SCAGLIOTTI, INC. DBA MONTECITO MANOR",445202356,"RESIDENTIAL CARE ELDERLY",LICENSED,85,1/31/2013,"None"
"OAKDALE HEIGHTS OF REDDING","101 QUARTZ HILL RD","REDDING",CA,96003,"SHASTA","(530) 241-6047","BOBAN, KRISTINE","QUAIL CREST REDDING 1, LLC ; LENITY MANAGEMENT,LLC",455002786,"RESIDENTIAL CARE ELDERLY",LICENSED,85,4/12/2022,"None"
"PARK VISTA AT MORNINGSIDE","2527 BREA BLVD","FULLERTON",CA,92835,"ORANGE","(714) 256-8008","HAIDY MIKHAEL ANDRAWES","MORNINGSIDE SP ASSOCIATES INC, GP OF CORECARE V",300613274,"RESIDENTIAL CARE ELDERLY",LICENSED,85,11/9/1993,"None"
"PLAZA VILLAGE SENIOR LIVING","950 L AVE","NATIONAL CITY",CA,91950,"SAN DIEGO","(619) 474-4844","SHETLER, MARIA","PLAZA VILLAGE SR LVG LLC; MALLARD SR LVG MGMT LLC",374602972,"RESIDENTIAL CARE ELDERLY",LICENSED,85,1/10/2011,"None"
"SUNRISE OF SAN MATEO","955 S EL CAMINO REAL","SAN MATEO",CA,94402,"SAN MATEO","(650) 558-8555","ABBIE APOLINARIO","SZR SAN MATEO LLC; SUNRISE SENIOR LIVING MGT",415600255,"RESIDENTIAL CARE ELDERLY",LICENSED,85,4/25/2001,"None"
"VILLA LORENA","14740 VIA FIESTA","SAN DIEGO",CA,92127,"SAN DIEGO","(858) 583-8480","GARZA, NORA","SANTALUZ SENIOR PARTNERS,LP;VLGP INC(GEN. PARTNER)",374603750,"RESIDENTIAL CARE ELDERLY",LICENSED,85,3/30/2017,"None"
"CORAL OAKS CARE LIVING","4271 CARLIN AVE","LYNWOOD",CA,90262,"LOS ANGELES","(310) 763-4881","ELEANOR BARRIENTOS","CORAL OAKS CARE LIVING, INC.",198602099,"RESIDENTIAL CARE ELDERLY",LICENSED,84,4/10/2015,"None"
"MANTECA RTRMT COM-HAPPY LVNG BY COGIR/COGIR MANTEC","430 NORTH UNION RD","MANTECA",CA,95337,"SAN JOAQUIN","(209) 823-0164","JAMES HALL","WELLTOWER COGIR TENANT LLC;COGIR MGT USA INC",392700473,"RESIDENTIAL CARE ELDERLY",LICENSED,84,2/1/2019,"None"
"SEA CLIFF ASSISTED LIVING","18851 FLORIDA STREET","HUNTINGTON BEACH",CA,92648,"ORANGE","(714) 847-3999","CLARK, TAYLOR","SANDPIPER SENIOR LIVING LLC",306006146,"RESIDENTIAL CARE ELDERLY",LICENSED,84,7/6/2022,"Premier, Vizient"
"SUNNYSIDE GARDENS","1025 CARSON DRIVE","SUNNYVALE",CA,94086,"SANTA CLARA","(408) 730-4070","KAREN MANDAIR","MONTVALE INC.",430708612,"RESIDENTIAL CARE ELDERLY",LICENSED,84,3/7/1989,"Premier"
"VALENCIA TERRACE","2300 SOUTH MAIN STREET","CORONA",CA,92882,"RIVERSIDE","(951) 273-1300","EDGAR GALLARDO","KSL CORONA, LP & KISCO SENIOR LIVING, LLC",336424105,"RESIDENTIAL CARE ELDERLY",LICENSED,84,8/11/2009,"Premier"
"VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES","11500 NIMITZ AVENUE","LOS ANGELES",CA,90049,"LOS ANGELES","(424) 832-8200","DEVON YOUNG","VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES",197607966,"RESIDENTIAL CARE ELDERLY",LICENSED,84,8/2/2010,"Premier"
"VILLAGE AT SYDNEY CREEK, THE","1234 LAUREL LANE","SAN LUIS OBISPO",CA,93401,"SAN LUIS OBISPO","(805) 543-2350","LIZA HIX","VILLAGE PACIFIC MANAGEMENT GROUP, LLC, THE",405800577,"RESIDENTIAL CARE ELDERLY",LICENSED,84,8/14/2000,"Premier"
"COGIR OF NORTH BAY","2261 TUOLUMNE ST","VALLEJO",CA,94589,"SOLANO","(707) 552-3336","FREUDENDAHL,TRACY","WELLTOWER COGIR TENANT LLC; COGIR MNGT USA INC",486803810,"RESIDENTIAL CARE ELDERLY",LICENSED,83,2/1/2019,"Premier"
"GRANVIDA SENIOR LIVING AND MEMORY CARE","5464 CARPINTERIA AVENUE","CARPINTERIA",CA,93013,"SANTA BARBARA","(805) 566-0017","CHARLES EUSEY","RBP CARPINTERIA OP LLC;MALLARD SENIOR MGMT, LLC",425850335,"RESIDENTIAL CARE ELDERLY",LICENSED,83,7/31/2023,"Premier, Vizient"
"VISTA HARDEN RANCH","290 REGENCY CIRCLE","SALINAS",CA,93906,"MONTEREY","(805) 319-7370","CARTER, JOY","RBP SALINAS OP LLC; MALLARD SENIOR LIVING MGT LLC",275202817,"RESIDENTIAL CARE ELDERLY",LICENSED,83,1/18/2022,"Premier"
"BROOKDALE LODI","2220 W. KETTLEMAN LANE","LODI",CA,95242,"SAN JOAQUIN","(209) 367-8870","MARY MARGARET CHAPPELL","BLC CHANCELLOR-LODI LH, LLC",397003771,"RESIDENTIAL CARE ELDERLY",LICENSED,82,10/18/2007,"Premier"
"BROOKDALE MURRIETA","24350 JACKSON AVE","MURRIETA",CA,92562,"RIVERSIDE","(951) 696-5753","CINDY GARCIA","BLC CHANCELLOR-MURRIETA LH LLC",336413087,"RESIDENTIAL CARE ELDERLY",LICENSED,82,6/1/2007,"Premier"
"CAREFIELD PLEASANTON","4115 MOHR AVE.","PLEASANTON",CA,94566,"ALAMEDA","(925) 461-8409","O'FARRELL, EUNICE","SH 10 PLEASANTON OPCO, LLC ; CRFLD MANAGEMENT, LLC",19201039,"RESIDENTIAL CARE ELDERLY",LICENSED,82,8/30/2021,"None"
"COGIR OF SONOMA","800 OREGON ST","SONOMA",CA,95476,"SONOMA","(707) 996-7101","RAFAEL MENDOZA","WELLTOWER COGIR TENANT; COGIR MANAGEMENT USA",496803812,"RESIDENTIAL CARE ELDERLY",LICENSED,82,2/1/2019,"None"
"GORDON MANOR","1616 GORDON STREET","REDWOOD CITY",CA,94061,"SAN MATEO","(650) 562-0555","GADDI, PORTIA","MZR,INC GORDON MANOR",415601115,"RESIDENTIAL CARE ELDERLY",LICENSED,82,3/3/2022,"None"
"GRANDVIEW MANOR","4411 CHICAGO AVE","RIVERSIDE",CA,92507,"RIVERSIDE","(909) 781-8400","SHALABI, JAMAL","INLAND CARE SERVICE INC",331881456,"RESIDENTIAL CARE ELDERLY",LICENSED,82,9/13/2023,"None"
"HEALDSBURG SENIOR LIVING COMMUNITY","725 GROVE STREET","HEALDSBURG",CA,95448,"SONOMA","(707) 433-4877","RODRIGUEZ, BRANDEE","PACIFICA SL GROVE ST LP; HEALDSBURG MGR LLC",496803751,"RESIDENTIAL CARE ELDERLY",ON PROBATION,82,12/28/2022,"Premier"
